Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
"Emerald Growers, LLC","Emerald Growers, LLC",Grower,GAAA-41AM-459O,2023-05-29,Okmulgee,OKMULGEE,12785 N 280 RD,74447-2067,(918) 530-0382,sales@emeraldgrowersok.com,9:00a.m. to 5:00p.m.
High Tide Farm LLC,HighTide Farm,Grower,GAAA-VJZ8-JLI3,2023-02-01,Beckham,ELK CITY,6506 west 20th st,73644-9363,(580) 799-0329,hightidefarms1@gmail.com,9-5
"Sol Terra, L.L.C.",Sol Terra farms,Grower,GAAA-EVBV-ZAIM,2023-09-12,Grady,BLANCHARD,,73010,4059909455,backupnnieto@gmail.com,10 a.m. - 5 p.m.
Green Green Farms LLC,Green Green Farms,Grower,GAAA-EX7G-1KGB,2022-08-30,Mayes,VINITA,39111 S HIGHWAY 82,74301-7473,(918) 537-1579,greengreenfarmsllc@gmail.com,Monday - Friday 8am - 5 pm
BioSelect MicroFarms LLC,BioSelect MicroFarms,Grower,GAAA-5BUP-EFO6,2023-06-29,Okmulgee,BEGGS,5491 N 190 RD,74421-3297,9188505881,thelisa44@gmail.com,10:00 am- 2:00 pm
Midland Cannabis LLC,Midland Cannabis LLC,Grower,GAAA-NLEJ-RIGT,2022-10-12,Lincoln,WELLSTON,331333 E 950 RD,74881-8268,4053157613,midlandcannabis95@gmail.com,8am-5pm
Rolling Hills Hideaway L.L.C,Rolling Hills Hideaway L.L.C.,Grower,GAAA-X6UK-EJEK,2022-12-14,Bryan,HENDRIX,679 GRASSY LAKE RD,74741,9037718415,srodgers413@gmail.com,monday- friday
Good Girls Grow LLC,Good Girls Grow LLC,Grower,GAAA-J6T3-1STL,2022-12-13,Craig,vinita,34558 S HIGHWAY 82,74301,9184180343,hardison.jackie@yahoo.com,10 am - 10 pm
Mountain Farm Productions LLC,Mountain Farm Productions LLC,Grower,GAAA-M5UX-YEMW,2023-09-13,Muskogee,porum,27854 S 30TH ST E,74455,9189170604,mountainfarmproductions@gmail.com,"8am-5pm mon-fri, seasonal hours may very"
J&O ENT LLC,Bud Diamonds,Grower,GAAA-VJMB-OANV,2022-12-13,Delaware,GROVE,64400 E 290 RD,74344-8040,9187913217,jaurrydale@gmail.com,5:00 am to 2:00 am
Jobu Holdings,Stir Cannabis,Grower,GAAA-XLIF-ETV6,2022-12-04,Canadian,EL RENO,3365 GARRETT RD,73036-8193,4055199405,aaron@stircannabis.com,24/7/365
Dirty Girl Pharmz Inc,Dirty Girl Pharmz Inc,Grower,GAAA-N1V2-MYDM,2022-11-27,Muskogee,Muskogee,2631 E 31st St S,74403,9183481886,letsgrowindoor@yahoo.com,Monday-Friday 10:00-4:00
BLOOMING GREEN LLC,BLOOMING GREEN FARM,Grower,GAAA-ZUZB-IZF0,2023-08-03,Pottawatomie,WANETTE,29549 AVOCA RD,74878-5511,6514727632,bloominggreenllc@gmail.com,8-5
"Boggy Buds, LLC","Boggy Buds, LLC",Grower,GAAA-KZX9-UC53,2023-01-04,Latimer,RED OAK,11441 NE 155TH RD,74563-5057,9184480226,boggybuds@gmail.com,Mon to Sun 8 to 8
High Quality Headquarters LLC,High Quality Headquarters LLC,Grower,GAAA-BKOK-NNQB,2022-09-18,Muskogee,MUSKOGEE,4701 S 40TH ST E,74403-9147,9188510668,highqualityheadquartersllc@gmail.com,7:00 a.m. - 12:00 a.m.
Red River Herbs,Red River Herbs,Grower,GAAA-DP6T-QH4J,2022-12-12,Marshall,KINGSTON,9529 S HIGHWAY 377,73439-8946,9728226570,blaine@redriversigns.com,Thursday - Sunday 9am to 5pm
hoofprintsfarm,hoofprintsfarm,Grower,GAAA-STAT-WWJT,2023-01-08,Kiowa,hobart,13150 N 2150 RD,73651,4052062038,hoofprintsfarm26@gmail.com,8 to 5
C4 Budz Farms LLC,C4 Budz Farms LLC,Grower,GAAA-9JP9-UQNO,2022-12-14,Comanche,LAWTON,3401 SW TEXAS AVE,73505,5805835692,kutdogg12000@gmail.com,9am-9pm
Koob Ntsheej LLC,Koob Ntsheej,Grower,GAAA-QM7M-PGWN,2022-11-02,Adair,STILWELL,80618 S 4630 RD,74960-4931,9188086878,shengvlee198095@yahoo.com,9 to 5
The Out-Lit,The Out-Lit,Grower,GAAA-QHAO-XKET,2022-07-03,Carter,WILSON,389 US HIGHWAY 70A,73463-1677,8176151232,mirandaccoulter@gmail.com,6am-12pm
"White Barn Ranch, LLC",White Barn Cannabis,Grower,GAAA-NBGK-NNTZ,2023-02-24,Tulsa,SPERRY,10762 N SHERIDAN RD,74073-4599,9186956372,operations@whitebarncannabis.com,24
COPACETIC CULTIVATION CO,FROSTY FARMS,Grower,GAAA-LXD9-ANOA,2022-12-27,Rogers,CLAREMORE,17156 S 4102 RD,74017-9460,9187064414,frostedfarms918@gmail.com,9AM - 5 PM
Canadian River Farms LLC,Canadian River Farms LLC,Grower,GAAA-DXC3-JDPK,2023-01-13,Hughes,WETUMKA,1972 N 385,74883-6111,9186238420,crfgrow@yahoo.com,24 hrs
high top harvest,high top harvest,Grower,GAAA-NKYO-TGN1,2023-02-14,Mayes,CHOUTEAU,4238 W 590,74337-6232,9185305496,allensteddum@yahoo.com,9am 5pm
"Grow Pharmaceutical, LLC","Grow Pharmaceutical, LLC",Grower,GAAA-YZMF-PQKM,2022-12-14,Pottawatomie,SHAWNEE,15756 ACME RD,74801-2104,2814330522,nathan.hanks1@gmail.com,8am - 5pm
"Freedom Road OK, LLC",HWY LINES,Grower,GAAA-3O74-V8AB,2023-08-15,Oklahoma,OKLAHOMA CITY,,73149-3034,9724896722,todd@freedomroad.com,8:30 - 5:30 M-F
"Square T Farm, Inc.","Square T Farm, Inc.",Grower,GAAA-VJDX-UTJD,2023-02-01,Dewey,CANTON,235498 E 690 RD,73724,9032880822,squaretfarm@gmail.com,9 to 4
"Thrive High Cultivation, LLC","Thrive High Cultivation, LLC",Grower,GAAA-EUQP-ADFN,2023-08-22,Creek,MOUNDS,,74047-5564,(918) 810-8130,murphy.cathy80@yahoo.com,
The Dankery LLC,The Dankery Dispensary,Grower,GAAA-41LF-ZLBP,2023-02-21,Creek,MOUNDS,17225 S 89TH WEST AVE,74047,9186881828,dylanjamesbilby@hotmail.com,10am-2pm
BCB LLC,BCB LLC,Grower,GAAA-KKPJ-8ZYL,2023-02-07,Washington,BARTLESVILLE,3401 MICHIGAN ST,74006-1658,(321) 376-2389,cultivatetherapeutics@gmail.com,9-5
Native Harvest Farm LLC,Gotham Gardens,Grower,GAAA-N1JN-UMH4,2022-11-13,McClain,NORMAN,5012 SE 44TH ST,73072-9715,4052346525,rogermayes1029@gmail.com,10:00 am - 11:00 pm
Givens Greens LLC,Givens Greens. LLC,Grower,GAAA-4YHP-XRZ2,2022-09-22,Logan,ARCADIA,14651 LAST FRONTIER RD,73007-9201,4054218772,givensgreens@gmail.com,mon-fri 10-5
ALL A BUZZ INC,ALL A BUZZ INC,Grower,GAAA-E1WA-2KAG,2023-03-03,Caddo,HINTON,2162 COUNTY STREET 2560,73047-8000,8066620075,allabuzz19@yahoo.com,monday-friday 9:00-5:00
Integrity Investment Group INC,Integrity Investment Group,Grower,GAAA-GPMT-2BR4,2022-07-19,Creek,MANNFORD,5611 S 377TH WEST AVE,74044-2705,9188191001,growopleasing@gmail.com,7am-9pm
Deadhead Cannabis Company LLC,Deadhead Cannabis Company LLC,Grower,GAAA-CHX3-IYW5,2022-11-13,Oklahoma,OKLAHOMA CITY,4301 S PROSPECT AVE,73129,(405) 412-8638,deadheadcannabis@yahoo.com,8am-5pm
Boomer Budz LLC,Boomer Budz LLC,Grower,GAAA-V1YB-13C5,2023-03-14,Beckham,ELK CITY,102 FALCON RD,73644-9567,5803745727,greenhealerllc@gmail.com,N/A
KWABEMA LLC,KWABEMA LLC,Grower,GAAA-CEKV-EVSJ,2022-12-27,Cleveland,NEWALLA,18200 HICKORY LN,74857-8577,8185683330,baronjayenterprise@yahoo.com,8AM TO 6PM
"Hometown Dispensary, LLC","Hometown Dispensary, LLC",Grower,GAAA-GB5R-3A30,2022-09-15,Alfalfa,CHEROKEE,116 W MAIN ST,73728-1520,5805966113,hometowndispensary@gmail.com,10:00 a.m. to 9:00 p.m.
"Smokers Pharm, LLC",QM Naturegenics,Grower,GAAA-V1ZA-BACB,2023-05-16,Tulsa,TULSA,6848 E 41ST ST,74145-4513,(210) 421-1978,salikfarmok@gmail.com,10am To 8pm
Vasha Cannabis Garden LLC,Vasha Cannabis Garden LLC,Grower,GAAA-HRGX-NUKH,2022-10-25,Haskell,KEOTA,41241 E COUNTY ROAD 1230,74941-6454,9183614867,vashacannabisgarden44@gmail.com,6-4
Sublime Agronomy Corp.,Sublime Agronomy Corp.,Grower,GAAA-41RO-CGJ1,2023-03-01,Pittsburg,QUINTON,2719 STATE HIGHWAY 71,74561-5156,5807681008,sublimeagronomy@gmail.com,06:00 to 18:00
3 Amigos Farms Inc,3 Amigos Farms Inc,Grower,GAAA-IRGR-ZS8M,2022-12-12,Le Flore,POTEAU,20152 290TH ST,74953-7202,4794596535,elmatadordgo@yahoo.com,8 am to 8 pm
Peace OK Farms LLC,Peace OK Farms,Grower,GAAA-HHVK-JG5J,2023-06-16,Haskell,KEOTA,21067 E COUNTY ROAD 1200,74941-6680,9723028409,peaceokfarmsllc@gmail.com,M-F 9 am to 5 pm
"OKAF, Inc",Apothecary Extracts,Grower,GAAA-4KLM-WKWU,2023-04-06,Okmulgee,BEGGS,7290 E 15TH,74421-2182,(405) 400-7720,okaf@aextracts.com,8am-5pm
"Usher Rx, LLC",Usher Rx,Grower,GAAA-EYVE-LKAF,2023-03-29,Oklahoma,BETHANY,5304 N ROCKWELL AVE,73008-2036,(405) 706-7911,dustinusher@live.com,5:00 PM - 11:59 PM
"Black Label Labs, Inc.",Black Label Labs,Grower,GAAA-CTFP-ZO9V,2022-10-16,Osage,Skiatook,679 W 136th Street North,74070,7133014766,eric.wagner@blacklabellabsok.com,7 days a week
C4 Greenery,C4 Greenery,Grower,GAAA-VJBT-XJ4B,2023-03-08,Mayes,PRYOR,3199 E 455 RD,74361-2222,9186972867,lscottc63@gmail.com,8-5
"E5 FARMS, LLC",E5 FARMS LLC,Grower,GAAA-E1ZZ-KJF3,2022-09-26,Creek,BRISTOW,711 S ROLAND ST,74010-9503,9186252085,sherry.elias@yahoo.com,9:00am - 4:00pm
Dojo Ranch LLP,Dojo Ranch LLP,Grower,GAAA-7SCM-BR2J,2023-07-04,Creek,MANNFORD,3139 S 401ST WEST AVE,74044-2808,9187039689,dojo3139@gmail.com,9:00AM-5:00PM
Dionysus Craft Farms LLC,Dionysus Craft Farms LLC,Grower,GAAA-RSOA-T8PE,2023-06-21,Logan,GUTHRIE,315 W BEEMER RD,73044,4052699085,rynickell@gmail.com,8am-5pm
"Hay Creek Farms, LLC","Hay Creek Farms, LLC",Grower,GAAA-XESF-SZPH,2023-01-11,Alfalfa,CARMEN,507 S 6TH ST,73726-4203,5804309234,ericscantrell@yahoo.com,0800-2000 M-F
Big Buddha LLC,Big Buddha,Grower,GAAA-XXVU-HMW5,2023-08-01,Tulsa,BIXBY,10251 E 171ST ST S,74008-2632,9188096205,bigbuddhallc@gmail.com,10am-5pm
B and B Nursery LLC,Holistic Flower Co.,Grower,GAAA-KBM6-IXSX,2023-06-28,Cleveland,Oklahoma City,10513 S SUNNYLANE RD,73160,4058125170,holisticflowerco@gmail.com,24 hours
NAVAJO GOLD LLC,NAVAJO GOLD LLC,Grower,GAAA-UMNE-J2KS,2022-10-18,Pontotoc,ADA,9792 COUNTY ROAD 3605,74820-2126,9186503307,navajogoldllc@yandex.com,8
"Ride Industries, LLC",Ride Industries,Grower,GAAA-UGEV-HMEP,2023-09-15,Creek,TULSA,6312 S 39TH WEST AVE Unit B,74132,(562) 650-4673,brad@koicbd.com,11am-7pm
TDV GARDEN LLC,TDV GARDEN LLC,Grower,GAAA-YSBS-XEQX,2023-07-24,Cleveland,NOBLE,8901 INDUSTRIAL DR,73068,7143050006,licenseandpermit@gmail.com,7am -9pm
X HEALTH LLC,X HEALTH LLC,Grower,GAAA-GT7M-NXZF,2022-12-11,Le Flore,Wister,36757 Petree Road,74966,2149265445,kasiamoua142@gmail.com,8am to 6pm
T3 Cannivation LLC,T3 Cannivation LLC,Grower,GAAA-4Y0I-DDNY,2023-07-11,Grady,Bradley,2311 County rd 1495,73011,4056937909,teresa@t3cannivation.org,9:00 am-5:00pm
420 Farm,420 Farm,Grower,GAAA-PCJC-VKBY,2022-08-14,Le Flore,Hodgen,21775 Forestry Rd A55,74939,9183703014,markhorstman1969@gmail.com,8am-4pm
ZMAT LLC,ZMAT LLC,Grower,GAAA-PMKG-UHY8,2023-05-23,Seminole,SEMINOLE,,74868-6805,4435144490,yubinzheng11@yahoo.com,8 AM - 5 PM
O.K. Corral Grow Farms LLC,O.K. Corral Grow Farms LLC,Grower,GAAA-M0MD-X8LK,2022-09-15,Okmulgee,Okmulgee,19950 Dripping Springs Lake Road,74447,6093525439,josh15037@gmail.com,9-5
Daves Not Here Cannabis Company,Daves Not Here Cannabis Company,Grower,GAAA-V19Q-HUVV,2023-02-02,Oklahoma,LUTHER,19425 NE 108TH ST,73054-2008,4054130030,davidbtoney@gmail.com,9:00 AM to 9:PM
HammerHead Integration LLC,HammerHead Integration LLC,Grower,GAAA-JGYL-2QMH,2023-04-10,Creek,KELLYVILLE,14328 S 257TH WEST AVE,74039-3906,5807940053,hammerheadintegration@gmail.com,5pm-7am
Elroscoe llc.,Cheezy green,Grower,GAAA-BUQA-45ME,2022-09-26,Comanche,APACHE,193 MOCKINGBIRD LN,73006-9318,5802848105,briankkin@aol.com,7am to 3 pm
"4-C's Enterprises, LLC","4-C's Enterprises, LLC",Grower,GAAA-41MR-GOQ8,2023-03-30,Tulsa,Broken Arrow,,74012,9186255653,mczcash@gmail.com,12a
James Edward Gray,JG Cultivation,Grower,GAAA-NJDU-IL31,2023-03-08,Mayes,ADAIR,,74330-2730,9183972101,nailit187@gmail.com,8 am - 5 pm
Melinn Farm LLC,Melinn Farm LLC,Grower,GAAA-VJEI-YM0L,2023-03-07,Cleveland,NOBLE,3925 BANNER RD,73068,4055969813,alliancesurfaces@yahoo.com,8-5
W F Sweet Leaf LLC,WF Sweetleaf LLC,Grower,GAAA-VJBD-S89V,2022-11-21,Muskogee,Webbers Falls,12701 E 153rd St South,74470,9183482178,wfsweetleaf@gmail.com,8AM-11AM
Sky High Growery Inc,Sky High Growery Inc,Grower,GAAA-MWCI-XRUW,2022-11-07,Logan,GUTHRIE,14489 N KELLY AVE,73044-7086,4058089522,chopfer@ccbdins.com,09:00-17:00
GRACES GROW GARDEN LLC,GRACES GROW GARDEN,Grower,GAAA-RKY6-FSB9,2023-01-12,Murray,DAVIS,1828 HIGHWAY 77 S,73030,9179138686,gracesgrowgardenllc@gmail.com,9-5
BIG D'S TREES LLC,BIG D'S TREES,Grower,GAAA-MHAW-CYU8,2022-08-01,Craig,CHELSEA,27715 S 4280 RD,74016-1704,9182440070,bigdstrees@outlook.com,9-6
GREEN LEAF MOUNTAIN LLC,GREEN LEAF MOUNTAIN LLC,Grower,GAAA-LM0P-VXAY,2023-06-14,Le Flore,HEAVENER,15104 STATE HIGHWAY 128,74937-9252,(651) 238-4518,greenleafmountain.ok@gmail.com,9AM-5PM
"Turkey Creek Investments, LLC",Phat Quail Farms,Grower,GAAA-NJDY-BOYM,2023-03-15,Okfuskee,Paden,99055 N. 3660 Road,74860,9184092359,ryan@phillips360.com,9-5
4B Healthy Harvest,4B Healthy Harvest,Grower,GAAA-YTQW-QACF,2022-08-14,Stephens,MARLOW,5075 N 2865 RD,73055-4543,5804672590,blackburnconcrete@gmail.com,M-F 8am to 5pm
Dragon Tree LLC,Dragon Tree LLC,Grower,GAAA-ZRS0-DOHF,2023-05-16,Washita,CANUTE,,73626-3617,9498805016,franc@commcann.co,9:00-5:00
The Station Cannabis Company LLP,The Station Cannabis Company - Grow,Grower,GAAA-EEKL-HUUT,2023-03-01,Latimer,RED OAK,1516 NE 1170TH AVE,74563-2254,(918) 413-1979,dcoffey_87@yahoo.com,Mon to Sun 8 to 8
RandB Select Growers LLC,"RandB Select Growers, LLC",Grower,GAAA-XACJ-PNQJ,2022-11-15,Oklahoma,GUTHRIE,422 W TRIPLETT RD,73044-6694,4054202370,rbselectgrowers@gmail.com,8-4 Monday - Saturday
Rogers Reefers,Rogers Reefers,Grower,GAAA-PM9L-MCYS,2022-09-15,Haskell,STIGLER,40273 S COUNTY ROAD 4490,74462-3451,(918) 917-7377,rogersreefers@gmail.com,6am-2pm
DV 272 LLC,DV productions,Grower,GAAA-PL7K-HF9O,2023-10-03,Oklahoma,OKLAHOMA CITY,,73115-1813,4053435408,dungt_vo@yahoo.com,9-2
Heady Botanicals LLC,Heady Botanicals LLC,Grower,GAAA-JWJT-O58I,2023-01-09,Tulsa,TULSA,9928 E 55TH PL,74146-6431,9183703461,matt@headybotanicals.com,Mon-Fri 9AM - 5PM
PENG & MING FARM LLC,PENG & MING FARM,Grower,GAAA-I2AF-0OPC,2023-05-23,Muskogee,MUSKOGEE,700 E 53RD ST S,74403-8662,6262536882,lucy.chen1973@hotmail.com,9AM TO 5PM
Green Swan Pharms LLC,Swanson Pharms,Grower,GAAA-6CS1-UXR0,2023-07-25,Logan,GUTHRIE,3951 1/2 N HORSESHOE DR,73044,4056500328,greenswanpharms@gmail.com,Monday to Sunday 9 am to 4 pm
12264 Budz LLC,12264 budz LLC,Grower,GAAA-KUXO-P10T,2022-10-13,Oklahoma,CHOCTAW,12264 NE 23RD ST,73020,4054732854,12264budzllc@gmail.com,10-6
KC Growery LLC,KC Growery LLC,Grower,GAAA-W5QF-SY4A,2023-02-08,Delaware,Eucha,6674 STATE HIGHWAY 20,74342,9182531330,ashleytemple.reliable@gmail.com,10
Rafter B Growers LLC,Rafter B Growers LLC,Grower,GAAA-0MNV-OXYT,2023-07-27,Hughes,ATWOOD,7248 HIGHWAY 1,74827,5802728088,rafterbgrowersllc@gmail.com,7-5
ETHEREAL GREEN LLC,ETHEREAL GREEN LLC,Grower,GAAA-D5YP-XRCR,2022-12-11,Payne,CUSHING,6505 W 9TH ST,74023-5812,6263495834,etherealgreen69@gmail.com,7am - 7pm
HCE LLC,HCE LLC,Grower,GAAA-VJQ1-IIBX,2023-02-23,Noble,RED ROCK,14301 VALLEY,74651-0435,4055958343,jrshotton@hotmail.com,8:00 a.m.-5:00 p.m.
"Made in Oklahoma Farms, LLC",Made in Oklahoma Farms,Grower,GAAA-UBX9-4N6X,2022-10-20,Bryan,COLBERT,1092 S FRANKLIN ST,74733,5807758535,madeinokfarms@gmail.com,8-5
Sieminole Cultivation LLC,Sieminole Cultivation LLC,Grower,GAAA-3FXU-4VGV,2023-03-29,Seminole,SEMINOLE,12669 NS 3520,74868-5850,4056377970,sieminolecultivation@gmail.com,8-5
"Agri Canna, LLC",Agri Canna,Grower,GAAA-MZWS-G5CD,2023-07-03,Grant,LAMONT,21144 COUNTY ROAD 1090,74643-4382,5807614855,agri.canna@yahoo.com,8 am - 5 pm
Red Road Organics,Red Road Organics,Grower,GAAA-8MAS-VQ9N,2022-09-19,Caddo,CARNEGIE,727 E 4TH ST,73015,4059333235,m93boettger@gmail.com,24 Hours
"HIGH VIBRATIONS, LLC",HIGH VIBRATIONS,Grower,GAAA-C0ZY-ESYZ,2022-10-18,Tulsa,TULSA,9901 E 47TH ST,74146-4729,9187187544,jjlong7777@gmail.com,9AM- 5PM
Simple Life LLC,Simple Life LLC,Grower,GAAA-MEWZ-PXWE,2022-11-29,Rogers,CATOOSA,19801 E ADMIRAL PL,74015-3204,8173664373,shariphelps@gmail.com,9-4
"Kelby Yocham, DBA KGB Growery","Kelby Yocham, DBA KGB Growery",Grower,GAAA-OYVJ-UQ6H,2022-11-28,Delaware,EUCHA,8596 STATE HIGHWAY 20,74342-5036,9183533512,kyocham@yahoo.com,10-6
"Medical Farm-a-Seed,LLC","Medical Farm-A-Seed , LLC",Grower,GAAA-4JXN-VMAT,2023-04-24,Comanche,LAWTON,3140 NW CACHE RD,73505,5802481410,snotdoc8@gmail.com,10 AM - 10 PM
D-3 Farms LLC,D-3 Farms LLC,Grower,GAAA-VIMF-1ZHO,2023-08-11,Cleveland,NORMAN,,73026-9688,(267) 356-1025,mypaldom@gmail.com,9:00am to 5:00pm
Temos Riverview Farms,Temos Riverview Farms,Grower,GAAA-HWYJ-TTUX,2022-06-16,Pottawatomie,SHAWNEE,7101 BRANGUS RD,74804-9406,(409) 217-2605,eduardomedina610@gmail.com,Monday to saturday 8am to 3pm
GROWN WITH LOVE LLC,GROWN WITH LOVE LLC,Grower,GAAA-PXZE-QSGZ,2023-02-01,Oklahoma,OKLAHOMA CITY,8103 S I 35 SERVICE RD,73149,4053153568,love@hempyregenetics.com,24
SweetBudz,SweetBudz,Grower,GAAA-NHRJ-I2SP,2023-01-04,Seminole,Cromwell,36889 E 1155 rd,74837,4057122102,tannerandrews16@gmail.com,8:00-5:00
Halflings' Leaf LLC,Halflings' Leaf LLC,Grower,GAAA-E12V-L5HP,2023-01-08,Garfield,LAHOMA,562 SCOTT DR,73754-1030,5804840401,halflingsleaf@yahoo.com,2pm - 4pm
Kennedy Canna Pharms LLC,Kennedy Canna Pharms LLC,Grower,GAAA-HCPD-AGP0,2022-09-13,Le Flore,MUSE,33471 LENOX RD,74949-4153,9185045277,kennedycannapharms@protonmail.com,8:00 am to 5:00 pm Monday-Friday
Earl Grant Steele III,Earl Grant Steele III,Grower,GAAA-BWXB-GVBH,2023-01-12,Osage,HOMINY,2663 STATE HIGHWAY 99,74035-6705,9183580553,okiemary1947@yahoo.com,9:00am - 10:00pm
Wicked THC,Wicked THC,Grower,GAAA-CTRX-YPEU,2022-11-08,McClain,BLANCHARD,19149 MACARTHUR AVE,73010-5181,4059231070,dtoquothty@rocketmail.com,12-4
Sparta Vista LLC,Sparta Vista LLC,Grower,GAAA-6LM6-NNHG,2023-05-22,Bryan,MEAD,4494 US 70,73449-5138,5807752844,spartaphilg@gmail.com,9-5
Thao Family Farm,Thao Family Farm,Grower,GAAA-41MT-XYEY,2022-09-19,Delaware,ROSE,5684 US HIGHWAY 412 ALT,74364,4796853975,lylnathao@gmail.com,varies
Chronic Crystal,Chronic Crystal,Grower,GAAA-DDNA-DGWA,2023-04-24,Delaware,JAY,33696 S 640 RD,74346-5460,9188053351,changxiong2011@yahoo.com,8 am to 5 pm
"Diamond Rain Garden, LLC",Diamond Rain Garden,Grower,GAAA-TUP2-LSSF,2023-05-02,Tillman,Grandfield,19125 County Road NS240,73546,(929) 666-9009,diamondraingarden@gmail.com,M-F 8:00-5:00
"GREEN DIAMOND OK, LLC","GREEN DIAMOND OK, LLC",Grower,GAAA-QGXX-4UYP,2023-02-14,Jefferson,WAURIKA,6752 US HWY 81,73573-0000,(580) 693-0108,greendiamondkm@gmail.com,9AM-5PM
Swanson Enterprises LLC,JM Swan Pharms,Grower,GAAA-GLVU-FPEL,2023-07-25,Logan,GUTHRIE,3951 1/2 N HORSESHOE DR,73044,4055709573,jmswanpharms@yahoo.com,"Monday to Sunday, 9 am to 4 pm"
El Diablo's Lettuce Incorporated,El Diablo's Lettuce Incorporated,Grower,GAAA-NJ1I-AF21,2023-03-03,Pontotoc,ADA,17676 COUNTY ROAD 1500,74820-4716,5803200759,eldiabloslettuce2020@gmail.com,8am-5pm
"Halo Fury Operating, LLC","Halo Fury Operating, LLC",Grower,GAAA-TRMW-KFTU,2022-11-09,Logan,EDMOND,409 W WATERLOO RD,73025-1997,7132029814,tdimiceli@halo-fury.com,11-7
"Big Dub Pharms, LLC","Big Dub Pharms, LLC",Grower,GAAA-OTZ8-BPL7,2023-09-08,Bryan,DURANT,3080 SILO RD,74701-0416,(580) 740-6117,justinwilkerson09@outlook.com,7am-7pm
"Chuck's Grow, LLC",Chuck's Grow,Grower,GAAA-NK5H-GSV8,2022-10-02,McClain,BLANCHARD,1731 S MACARTHUR AVE,73010-7847,4058508015,donettbrooks@gmail.com,10am-7pm Monday-Friday
Brothers Grimm Genetics LLC,BROTHERS GRIMM GENETICS,Grower,GAAA-I1BX-8H2I,2022-12-25,Tulsa,BIXBY,14030 S PEORIA AVE,74008-4884,9185200361,sherli@biggerstaffbudz.com,9am-8pm
GQBUDZ LLC,GQBUDZ LLC,Grower,GAAA-3QWS-FRTQ,2023-05-03,Creek,KELLYVILLE,23637 W 171ST ST S,74039-4531,9188635354,gqbudz@gmail.com,8-5
La Crecer LLC,La Crecer LLC,Grower,GAAA-EYOF-VH5C,2022-12-27,Blaine,Canton,66519 N2490 RD,73724-1000,4056691435,newley1@gmail.com,7-5 M-S
Rockin' C Farm and Ranch,Rockin' C FRM AND RANCH,Grower,GAAA-MVBP-UYCN,2022-09-22,McCurtain,BROKEN BOW,328 BAGGS HILL LN,74728-5123,2708040604,rockincfarmandranch@yahoo.com,8-5
Natural 20 LLC,Natural 20 LLC,Grower,GAAA-ZMKC-OEG1,2023-05-15,Comanche,FAXON,,73540-4143,5805833164,jgarrett111583@gmail.com,9-4
Cosmic Cannabis LLC,Cosmic Cannabis LLC,Grower,GAAA-NYUG-UZNM,2023-01-13,Oklahoma,OKLAHOMA CITY,1100 SE 80TH ST,73149-1100,4056268289,williamwest579@gmail.com,8:00 pm - 2:00 am
Green Republic,Green Republic,Grower,GAAA-REPL-61HG,2022-12-11,Carter,LONE GROVE,100 SEMINOLE RD,73443,9402058379,greenrepublicfarms@gmail.com,8 to 4
"Watercolor Labs, LLC","Watercolor Labs, LLC",Grower,GAAA-5S1O-YT1J,2022-09-26,McClain,PURCELL,2915 STATE HIGHWAY 74,73080-6266,4052557796,roger@watercolorlabs.com,8:00 a.m. - 5:00 p.m.
"Konza Oklahoma Growers, LLC","Konza Oklahoma Growers, LLC",Grower,GAAA-POZ6-D5KM,2022-10-25,Logan,Guthrie,7535 East Oak Hill Road,73044,7852008344,okgrowers@konzaconnection.com,Sunday - Saturday 8:00 a.m.- 5:00 p.m.
Mount Budmore llc.,Mount Budmore,Grower,GAAA-N1AQ-74TV,2022-12-12,Rogers,CHELSEA,17588 1/2 E 380 RD,74016,9188450017,busstang1@outlook.com,8-5
"MKL Industries, LLC",MKL INDUSTRIES LLC,Grower,GAAA-VKBC-N04W,2022-12-18,Cherokee,TAHLEQUAH,15180 HIGHWAY 82,74464-6253,5618898390,dvereten@gmail.com,9 am to 9 pm
Country Kush Kings L.L.C.,Country Kush Kings Llc.,Grower,GAAA-VK3M-5I5M,2022-12-07,Garvin,PAULS VALLEY,32960 AIRLINE RD,73075-7000,9727508561,kushkountry420@gmail.com,24/7
Destiny Welch,DMF Potency Project USA,Grower,GAAA-6TOV-7G8M,2023-01-10,Kiowa,GOTEBO,116 N BANNISTER ST,73041-9634,4052274616,beautifuloutlawd@gmail.com,8am-5pm
Matthew Weatherbee,Sierra Cultivation,Grower,GAAA-MJ6U-NN2G,2022-09-26,Muskogee,MUSKOGEE,3012 E HANCOCK ST,74403,(312) 375-8611,matthew.weatherbee@sbcglobal.net,M-F 10-5
KBG Farms,KBG Farms,Grower,GAAA-VKRO-2IZD,2023-03-07,Love,Thackerville,21023 Jimbo Road,73459-0379,9406008870,rrrshade@aol.com,24 hours
Sunset Farms Inc.,Sunset Farms,Grower,GAAA-ZDZN-AHMX,2022-06-14,Le Flore,SPIRO,19191 US HIGHWAY 59,74959-4891,9186495799,sunsetmedicinals@gmail.com,12 p.m. - 6 p.m.
Organic Green Panda LLC,Organic Green Panda LLC,Grower,GAAA-A8X9-MZYD,2022-12-11,Kingfisher,Crescent,,73028,8478675733,kingfisherbbv@gmail.com,9:00am to 5:00pm
